,,DS1,DS1,DS1,DS1,DS10,DS10,DS10,DS10,DS11,DS11,DS11,DS11,DS12,DS12,DS12,DS12,DS13,DS13,DS13,DS13,DS14,DS14,DS14,DS14,DS15,DS15,DS15,DS15,DS2,DS2,DS2,DS2,DS3,DS3,DS3,DS3,DS4,DS4,DS4,DS4,DS5,DS5,DS5,DS5,DS6,DS6,DS6,DS6,DS7,DS7,DS7,DS7,DS8,DS8,DS8,DS8,DS9,DS9,DS9,DS9,DV,Incomplete,Quantity,Description
,,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Unit,,Unit,
D.10.14.011,Cost,lognormal,,"8800,2640|5,10",0.87408,normal,,"42400,12720|5,10",0.29843,normal,,"51200,15360|5,10",0.40285,normal,,"37000,11100|5,10",0.41802,normal,,"45800,13740|5,10",0.50577,normal,,"74400,22320|5,10",0.34412,normal,,"83200,24960|5,10",0.40476,normal,,"37400,11220|5,10",0.27755,lognormal,,"46200,13860|5,10",0.40841,normal,,"32000,9600|5,10",0.4083,normal,,"40800,12240|5,10",0.50751,normal,,"69400,20820|5,10",0.33527,normal,,"78200,23460|5,10",0.4005,normal,,"5000,1500|5,10",0.48769,lognormal,,"13800,4140|5,10",0.73646,USD_2011,0,1 EA,"Traction Elevator – Applies to most California Installations 1976 or later, most western states installations 1982 or later and most other U.S installations 1998 or later."
D.10.14.011,Energy,lognormal,,9466.48,0.90913,normal,,50989.9,0.41036,lognormal,,57301.3,0.50165,normal,,79604.5,0.48812,normal,,93861.4,0.52787,normal,,119837,0.44965,normal,,134094,0.48157,normal,,40232.5,0.37354,lognormal,,48003.5,0.493,normal,,68847.1,0.47876,normal,,83104,0.52526,normal,,109080,0.43995,normal,,123337,0.47577,normal,,10757.4,0.54803,lognormal,,19160,0.73067,MJ,0,1 EA,"Traction Elevator – Applies to most California Installations 1976 or later, most western states installations 1982 or later and most other U.S installations 1998 or later."
D.10.14.011,Time,lognormal,1,"8.41178,2.52355|5,10",0.90913,normal,1,"40.5294,12.1588|5,10",0.38931,normal,1,"48.9412,14.6824|5,10",0.47412,normal,1,"35.3676,10.6103|5,10",0.48707,normal,1,"43.7794,13.1338|5,10",0.56419,normal,1,"71.1176,21.3353|5,10",0.42534,normal,1,"79.5294,23.8588|5,10",0.47574,normal,1,"35.75,10.725|5,10",0.37355,lognormal,1,"44.1618,13.2485|5,10",0.47885,normal,1,"30.5882,9.17645|5,10",0.47876,normal,1,"39,11.7|5,10",0.56574,normal,1,"66.3382,19.9015|5,10",0.41822,normal,1,"74.75,22.425|5,10",0.47212,normal,1,"4.77941,1.43382|5,10",0.54803,lognormal,1,"13.1912,3.95736|5,10",0.77773,worker_day,0,1 EA,"Traction Elevator – Applies to most California Installations 1976 or later, most western states installations 1982 or later and most other U.S installations 1998 or later."
D.20.21.013a,Carbon,lognormal,,33.07,0.80357,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,484.53,0.47626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,1000 LF,"Cold or Hot Potable  - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, PIPING FRAGILITY"
D.20.21.013a,Cost,lognormal,,"319,261|3,10",0.76369,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,"2915,2385|3,10",0.40537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1000 LF,"Cold or Hot Potable  - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, PIPING FRAGILITY"
D.20.21.013a,Energy,lognormal,,864.51,0.80357,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,12415.24,0.47626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,1000 LF,"Cold or Hot Potable  - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, PIPING FRAGILITY"
D.20.21.013a,Time,lognormal,0,"0.337806,0.276394|3,10",0.80357,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,"3.08649,2.52531|3,10",0.47626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1000 LF,"Cold or Hot Potable  - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, PIPING FRAGILITY"
D.20.21.014a,Carbon,lognormal,,33.07,0.80357,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,484.53,0.47626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,1000 LF,"Cold or Hot Potable  - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY"
D.20.21.014a,Cost,lognormal,,"319,261|3,10",0.76369,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,"2915,2385|3,10",0.40537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1000 LF,"Cold or Hot Potable  - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY"
D.20.21.014a,Energy,lognormal,,864.51,0.80357,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,12415.24,0.47626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,1000 LF,"Cold or Hot Potable  - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY"
D.20.21.014a,Time,lognormal,0,"0.337806,0.276394|3,10",0.80357,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,"3.08649,2.52531|3,10",0.47626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1000 LF,"Cold or Hot Potable  - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY"
D.20.31.013b,Carbon,lognormal,,45.61,0.62772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,1000 LF,"Sanitary Waste Piping - Cast Iron w/flexible couplings, SDC D,E,F, BRACING FRAGILITY"
D.20.31.013b,Cost,lognormal,,"800,240|5,10",0.57578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1000 LF,"Sanitary Waste Piping - Cast Iron w/flexible couplings, SDC D,E,F, BRACING FRAGILITY"
D.20.31.013b,Energy,lognormal,,1317.27,0.62772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,1000 LF,"Sanitary Waste Piping - Cast Iron w/flexible couplings, SDC D,E,F, BRACING FRAGILITY"
D.20.31.013b,Time,lognormal,0,"0.847029,0.254088|5,10",0.62772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1000 LF,"Sanitary Waste Piping - Cast Iron w/flexible couplings, SDC D,E,F, BRACING FRAGILITY"
D.30.31.013c,Carbon,lognormal,,110.49,0.5168,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,25674.86,0.31061,lognormal,,25674.86,0.31061,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,1 EA,Chiller - Capacity: < 100 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility
D.30.31.013c,Cost,lognormal,,"1100,900|1,5",0.45231,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,"51920,42480|1,5",0.18434,lognormal,,"51920,42480|1,5",0.18434,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Chiller - Capacity: < 100 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility
D.30.31.013c,Energy,lognormal,,3225.95,0.5168,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,299683.71,0.31061,lognormal,,299683.71,0.31061,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,1 EA,Chiller - Capacity: < 100 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility
D.30.31.013c,Time,lognormal,0,"1.29415,1.05885|1,5",0.5168,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,1,"11.1058,2.77645|1,5",0.31062,lognormal,0,"16.6588,5.55296|1,5",0.31062,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Chiller - Capacity: < 100 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility
D.30.31.023c,Carbon,lognormal,,110.49,0.5168,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,13054.34,0.31008,lognormal,,12943.84,0.30343,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,1 EA,Cooling Tower - Capacity: < 100 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility
D.30.31.023c,Cost,lognormal,,"1100,900|1,5",0.45231,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,"27170,22230|1,5",0.18344,lognormal,,"26070,21330|1,5",0.17196,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Cooling Tower - Capacity: < 100 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility
D.30.31.023c,Energy,lognormal,,3225.95,0.5168,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,153673.4,0.31008,lognormal,,150447.45,0.30343,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,1 EA,Cooling Tower - Capacity: < 100 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility
D.30.31.023c,Time,lognormal,0,"1.29415,1.05885|1,5",0.5168,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,1,"8.71768,2.90592|1,5",0.31008,lognormal,0,"8.36474,2.78826|1,5",0.30343,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Cooling Tower - Capacity: < 100 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility
D.30.41.011c,Carbon,lognormal,,181.81,0.44436,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,2372.82,0.26933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,1000 LF,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F"
D.30.41.011c,Cost,lognormal,,"715,585|1,5",0.36736,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,"6985,5715|1,5",0.1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1000 LF,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F"
D.30.41.011c,Energy,lognormal,,2708.79,0.44436,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,30267.85,0.26933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,1000 LF,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F"
D.30.41.011c,Time,lognormal,0,"0.841171,0.688229|1,5",0.44436,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,"2.98826,1.49414|1,5",0.26933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1000 LF,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F"
D.30.41.011d,Carbon,lognormal,,181.81,0.44436,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,2372.82,0.26933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,1000 LF,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F (OSHPD or sim)"
D.30.41.011d,Cost,lognormal,,"715,585|1,5",0.36736,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,"6985,5715|1,5",0.1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1000 LF,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F (OSHPD or sim)"
D.30.41.011d,Energy,lognormal,,2708.79,0.44436,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,30267.85,0.26933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,1000 LF,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F (OSHPD or sim)"
D.30.41.011d,Time,lognormal,0,"0.841171,0.688229|1,5",0.44436,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,"2.98826,1.49414|1,5",0.26933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1000 LF,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F (OSHPD or sim)"
D.30.41.012c,Carbon,lognormal,,298.31,0.35779,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,2921.66,0.26266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,1000 LF,"HVAC Galvanized Sheet Metal Ducting -  6 sq. ft cross sectional area or greater, SDC D, E, or F"
D.30.41.012c,Cost,lognormal,,"1045,855|1,5",0.25596,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,"8745,7155|1,5",0.08055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1000 LF,"HVAC Galvanized Sheet Metal Ducting -  6 sq. ft cross sectional area or greater, SDC D, E, or F"
D.30.41.012c,Energy,lognormal,,4425.03,0.35779,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,38459.64,0.26266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,1000 LF,"HVAC Galvanized Sheet Metal Ducting -  6 sq. ft cross sectional area or greater, SDC D, E, or F"
D.30.41.012c,Time,lognormal,0,"1.22936,1.00584|1,5",0.3578,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,"3.74119,1.87061|1,5",0.26266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1000 LF,"HVAC Galvanized Sheet Metal Ducting -  6 sq. ft cross sectional area or greater, SDC D, E, or F"
D.30.41.012d,Carbon,lognormal,,298.31,0.35779,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,2921.66,0.26266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,1000 LF,"HVAC Galvanized Sheet Metal Ducting -  6 sq. ft cross sectional area or greater, SDC D, E, or F (OSHPD or sim)"
D.30.41.012d,Cost,lognormal,,"1045,855|1,5",0.25596,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,"8745,7155|1,5",0.08055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1000 LF,"HVAC Galvanized Sheet Metal Ducting -  6 sq. ft cross sectional area or greater, SDC D, E, or F (OSHPD or sim)"
D.30.41.012d,Energy,lognormal,,4425.03,0.35779,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,38459.64,0.26266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,1000 LF,"HVAC Galvanized Sheet Metal Ducting -  6 sq. ft cross sectional area or greater, SDC D, E, or F (OSHPD or sim)"
D.30.41.012d,Time,lognormal,0,"1.22936,1.00584|1,5",0.3578,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,"3.74119,1.87061|1,5",0.26266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1000 LF,"HVAC Galvanized Sheet Metal Ducting -  6 sq. ft cross sectional area or greater, SDC D, E, or F (OSHPD or sim)"
D.30.41.031a,Carbon,normal,,729.3,0.32429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,10 EA,"HVAC Drops / Diffusers in suspended ceilings - No independent safety wires, SDC A or B"
D.30.41.031a,Cost,normal,,"3300,2700|1,5",0.20655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,10 EA,"HVAC Drops / Diffusers in suspended ceilings - No independent safety wires, SDC A or B"
D.30.41.031a,Energy,normal,,7977.8,0.32429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,10 EA,"HVAC Drops / Diffusers in suspended ceilings - No independent safety wires, SDC A or B"
D.30.41.031a,Time,normal,0,"3.88194,3.17606|1,5",0.32429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,10 EA,"HVAC Drops / Diffusers in suspended ceilings - No independent safety wires, SDC A or B"
D.30.41.041b,Carbon,lognormal,,5526.1,0.38604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,10 EA,"Variable Air Volume (VAV) box with in-line coil, SDC C"
D.30.41.041b,Cost,lognormal,,"16500,13500|1,5",0.29415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,10 EA,"Variable Air Volume (VAV) box with in-line coil, SDC C"
D.30.41.041b,Energy,lognormal,,64986.7,0.38604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,10 EA,"Variable Air Volume (VAV) box with in-line coil, SDC C"
D.30.41.041b,Time,lognormal,0,"19.4117,15.8823|1,5",0.38604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,10 EA,"Variable Air Volume (VAV) box with in-line coil, SDC C"
D.30.41.103b,Carbon,lognormal,,1419.94,0.28625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,1 EA,HVAC Fan - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.30.41.103b,Cost,lognormal,,"2915,2385|1,5",0.13943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,HVAC Fan - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.30.41.103b,Energy,lognormal,,16559.49,0.28625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,1 EA,HVAC Fan - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.30.41.103b,Time,lognormal,0,"3.42936,2.80584|1,5",0.28625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,HVAC Fan - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.30.52.013b,Carbon,lognormal,,70.65,0.2921,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,16028.86,0.29981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,1 EA,Air Handling Unit - Capacity: <5000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.30.52.013b,Cost,lognormal,,"1100,900|1,5",0.15108,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,"32120,26280|1,5",0.16549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Air Handling Unit - Capacity: <5000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.30.52.013b,Energy,lognormal,,1344.48,0.2921,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,186138.86,0.29981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,1 EA,Air Handling Unit - Capacity: <5000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.30.52.013b,Time,lognormal,0,"0.470547,0.235253|1,5",0.2921,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,1,"10.3059,3.43531|1,5",0.29981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Air Handling Unit - Capacity: <5000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.40.11.024a,Carbon,lognormal,,33,0.69527,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,363.5,0.47626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,1000 LF,"Fire Sprinkler Water Piping - Horizontal Mains and Branches - Old Style Victaulic - Thin Wall Steel - with designed bracing, SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY"
D.40.11.024a,Cost,lognormal,,"385,315|3,10",0.64877,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,"2915,2385|3,10",0.40537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1000 LF,"Fire Sprinkler Water Piping - Horizontal Mains and Branches - Old Style Victaulic - Thin Wall Steel - with designed bracing, SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY"
D.40.11.024a,Energy,lognormal,,864.5,0.69527,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,9221.5,0.47626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,1000 LF,"Fire Sprinkler Water Piping - Horizontal Mains and Branches - Old Style Victaulic - Thin Wall Steel - with designed bracing, SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY"
D.40.11.024a,Time,lognormal,0,"0.451176,0.368824|3,10",0.69527,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,"0.936765,0.313235|3,10",0.47626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1000 LF,"Fire Sprinkler Water Piping - Horizontal Mains and Branches - Old Style Victaulic - Thin Wall Steel - with designed bracing, SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY"
D.40.11.033a,Carbon,lognormal,,75,0.44368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,100 EA,"Fire Sprinkler Drop Standard Threaded Steel - Dropping into unbraced lay-in tile SOFT ceiling - 6 ft. long drop maximum, SDC D, E, or F"
D.40.11.033a,Cost,lognormal,,"550,450|2,5",0.36654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,100 EA,"Fire Sprinkler Drop Standard Threaded Steel - Dropping into unbraced lay-in tile SOFT ceiling - 6 ft. long drop maximum, SDC D, E, or F"
D.40.11.033a,Energy,lognormal,,865,0.44368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,100 EA,"Fire Sprinkler Drop Standard Threaded Steel - Dropping into unbraced lay-in tile SOFT ceiling - 6 ft. long drop maximum, SDC D, E, or F"
D.40.11.033a,Time,lognormal,0,"0.648824,0.531176|2,5",0.44368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,100 EA,"Fire Sprinkler Drop Standard Threaded Steel - Dropping into unbraced lay-in tile SOFT ceiling - 6 ft. long drop maximum, SDC D, E, or F"
D.40.11.034a,Carbon,lognormal,,75,0.44368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,100 EA,"Fire Sprinkler Drop Standard Threaded Steel - Dropping into unbraced lay-in tile SOFT ceiling - 6 ft. long drop maximum, SDC D, E, or F (OSHPD or sim)"
D.40.11.034a,Cost,lognormal,,"550,450|2,5",0.36654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,100 EA,"Fire Sprinkler Drop Standard Threaded Steel - Dropping into unbraced lay-in tile SOFT ceiling - 6 ft. long drop maximum, SDC D, E, or F (OSHPD or sim)"
D.40.11.034a,Energy,lognormal,,865,0.44368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,100 EA,"Fire Sprinkler Drop Standard Threaded Steel - Dropping into unbraced lay-in tile SOFT ceiling - 6 ft. long drop maximum, SDC D, E, or F (OSHPD or sim)"
D.40.11.034a,Time,lognormal,0,"0.648824,0.531176|2,5",0.44368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,100 EA,"Fire Sprinkler Drop Standard Threaded Steel - Dropping into unbraced lay-in tile SOFT ceiling - 6 ft. long drop maximum, SDC D, E, or F (OSHPD or sim)"
D.50.11.013b,Carbon,lognormal,,1674.47,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,1 EA,Transformer/primary service - Capacity: <100 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.50.11.013b,Cost,lognormal,,"8332.5,6817.5|1,5",0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Transformer/primary service - Capacity: <100 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.50.11.013b,Energy,lognormal,,30150.25,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,1 EA,Transformer/primary service - Capacity: <100 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.50.11.013b,Time,lognormal,0,"7.96488,6.51672|1,5",0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Transformer/primary service - Capacity: <100 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.50.12.013c,Carbon,normal,,865.45,0.30958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,1 EA,Motor Control Center - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.50.12.013c,Cost,normal,,"4565,3735|1,5",0.18259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Motor Control Center - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.50.12.013c,Energy,normal,,16469.83,0.30958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,1 EA,Motor Control Center - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
